datetime,temp,humidity,pressure
2020-08-09 08:33:21,26.58,56.84,1003.23
2020-08-09 08:33:22,26.39,55.77,1003.23
2020-08-09 08:33:23,26.41,56.64,1003.19
2020-08-09 08:33:24,26.59,56.32,1003.23
2020-08-09 08:33:25,26.34,55.12,1003.22
2020-08-09 08:33:26,26.5,55.92,1003.22
2020-08-09 08:33:27,26.37,55.91,1003.21
2020-08-09 08:33:28,26.37,55.97,1003.22
2020-08-09 08:33:29,26.43,56.21,1003.23
2020-08-09 08:33:30,26.34,56.04,1003.24
2020-08-09 08:33:31,26.34,55.84,1003.21
2020-08-09 08:33:32,26.45,56.04,1003.22
2020-08-09 08:33:33,26.26,55.95,1003.27
2020-08-09 08:33:34,26.43,55.92,1003.24
2020-08-09 08:33:35,26.32,56.12,1003.24
2020-08-09 08:33:36,26.45,55.85,1003.25
2020-08-09 08:33:37,26.43,55.99,1003.24
2020-08-09 08:33:38,26.34,55.9,1003.23
2020-08-09 08:33:39,26.39,55.97,1003.22
2020-08-09 08:33:40,26.41,55.84,1003.22
2020-08-09 08:33:41,26.5,55.91,1003.22
2020-08-09 08:33:42,26.37,56.06,1003.21
2020-08-09 08:33:43,26.37,55.97,1003.25
2020-08-09 08:33:44,26.26,55.91,1003.23
2020-08-09 08:33:45,26.3,56.21,1003.24
2020-08-09 08:33:47,26.39,55.78,1003.25
2020-08-09 08:33:48,26.43,56.29,1003.24
2020-08-09 08:33:49,26.34,56.12,1003.23
2020-08-09 08:33:50,26.58,55.94,1003.22
2020-08-09 08:33:51,26.43,56.19,1003.22
2020-08-09 08:33:52,26.37,55.85,1003.22
2020-08-09 08:33:53,26.36,55.89,1003.21
2020-08-09 08:33:54,26.52,56.07,1003.23
2020-08-09 08:33:55,26.36,56.06,1003.21
2020-08-09 08:33:56,26.41,56.19,1003.19
2020-08-09 08:33:57,26.37,55.89,1003.18
2020-08-09 08:33:58,26.39,55.89,1003.18
2020-08-09 08:33:59,26.39,55.92,1003.22
2020-08-09 08:34:00,26.36,56.08,1003.24
2020-08-09 08:34:01,26.36,56.01,1003.24
2020-08-09 08:34:02,26.41,56.11,1003.25
2020-08-09 08:34:03,26.47,56.07,1003.24
2020-08-09 08:34:04,26.39,56.03,1003.22
2020-08-09 08:34:05,26.36,56.11,1003.22
2020-08-09 08:34:06,26.37,56.01,1003.21
2020-08-09 08:34:07,26.3,56.06,1003.21
2020-08-09 08:34:08,26.45,56.03,1003.23
2020-08-09 08:34:09,26.43,56.05,1003.21
2020-08-09 08:34:10,26.43,56.1,1003.2
2020-08-09 08:34:11,26.37,56.02,1003.22
2020-08-09 08:34:12,26.36,56.28,1003.23
2020-08-09 08:34:13,26.48,56.18,1003.22
2020-08-09 08:34:14,26.36,56.32,1003.22
2020-08-09 08:34:15,26.36,56.14,1003.23
2020-08-09 08:34:16,26.34,56.0,1003.25
2020-08-09 08:34:17,26.39,56.05,1003.24
2020-08-09 08:34:18,26.47,56.0,1003.21
2020-08-09 08:34:19,26.41,55.96,1003.23
2020-08-09 08:34:20,26.47,56.03,1003.24
2020-08-09 08:34:21,26.43,55.89,1003.26
2020-08-09 08:34:22,26.36,55.89,1003.28
2020-08-09 08:34:23,26.41,56.25,1003.25
2020-08-09 08:34:24,26.36,56.08,1003.25
2020-08-09 08:34:25,26.39,56.25,1003.27
2020-08-09 08:34:26,26.39,56.19,1003.24
2020-08-09 08:34:27,26.41,56.26,1003.26
2020-08-09 08:34:28,26.34,55.94,1003.24
2020-08-09 08:34:29,26.41,56.21,1003.24
2020-08-09 08:34:30,26.3,56.11,1003.23
2020-08-09 08:34:31,26.36,56.2,1003.24
2020-08-09 08:34:32,26.41,55.87,1003.25
2020-08-09 08:34:33,26.37,55.66,1003.23
2020-08-09 08:34:34,26.39,55.85,1003.23
2020-08-09 08:34:35,26.39,55.8,1003.25
2020-08-09 08:34:36,26.37,55.88,1003.23
2020-08-09 08:34:37,26.47,56.05,1003.23
2020-08-09 08:34:38,26.39,56.08,1003.21
2020-08-09 08:34:39,26.47,55.86,1003.22
2020-08-09 08:34:40,26.3,56.12,1003.25
2020-08-09 08:34:41,26.32,56.04,1003.26
2020-08-09 08:34:42,26.39,56.05,1003.24
2020-08-09 08:34:43,26.39,56.06,1003.22
2020-08-09 08:34:44,26.45,55.81,1003.24
2020-08-09 08:34:45,26.28,55.84,1003.24
2020-08-09 08:34:46,26.36,55.97,1003.25
2020-08-09 08:34:47,26.36,56.04,1003.22
2020-08-09 08:34:48,26.41,55.95,1003.23
2020-08-09 08:34:49,26.36,56.22,1003.21
2020-08-09 08:34:50,26.37,55.86,1003.22
2020-08-09 08:34:51,26.39,56.11,1003.22
2020-08-09 08:34:52,26.41,56.14,1003.22
2020-08-09 08:34:53,26.37,55.9,1003.22
2020-08-09 08:34:54,26.43,56.01,1003.25
2020-08-09 08:34:55,26.34,56.06,1003.22
2020-08-09 08:34:56,26.41,56.06,1003.25
2020-08-09 08:34:57,26.34,55.95,1003.23
2020-08-09 08:34:58,26.47,56.05,1003.22
2020-08-09 08:34:59,26.39,55.92,1003.23
2020-08-09 08:35:00,26.39,55.94,1003.21
2020-08-09 08:35:01,26.43,55.78,1003.23
2020-08-09 08:35:02,26.39,55.87,1003.23
2020-08-09 08:35:03,26.34,55.89,1003.23
2020-08-09 08:35:04,26.3,55.86,1003.24
2020-08-09 08:35:05,26.41,55.84,1003.19
2020-08-09 08:35:06,26.36,55.92,1003.24
2020-08-09 08:35:07,26.43,55.92,1003.22
2020-08-09 08:35:08,26.3,55.87,1003.22
2020-08-09 08:35:09,26.36,56.29,1003.21
2020-08-09 08:35:10,26.47,56.06,1003.24
2020-08-09 08:35:11,26.41,57.72,1003.24
2020-08-09 08:35:12,26.36,55.97,1003.25
2020-08-09 08:35:13,26.39,55.38,1003.22
2020-08-09 08:35:14,26.47,55.64,1003.22
2020-08-09 08:35:15,26.41,56.04,1003.25
2020-08-09 08:35:16,26.37,55.97,1003.25
2020-08-09 08:35:17,26.5,56.14,1003.2
2020-08-09 08:35:18,26.37,55.98,1003.2
2020-08-09 08:35:19,26.37,55.87,1003.21
2020-08-09 08:35:20,26.47,56.02,1003.23
2020-08-09 08:35:21,26.3,56.0,1003.23
2020-08-09 08:35:22,26.41,56.09,1003.23
2020-08-09 08:35:23,26.41,57.48,1003.21
2020-08-09 08:35:24,26.39,55.75,1003.22
2020-08-09 08:35:25,26.54,54.75,1003.21
2020-08-09 08:35:26,26.43,56.03,1003.21
2020-08-09 08:35:27,26.36,57.72,1003.25
2020-08-09 08:35:29,26.48,56.06,1003.24
2020-08-09 08:35:30,26.41,56.0,1003.24
2020-08-09 08:35:31,26.39,56.13,1003.24
2020-08-09 08:35:32,26.36,56.07,1003.25
2020-08-09 08:35:33,26.43,55.8,1003.25
2020-08-09 08:35:34,26.5,56.17,1003.27
2020-08-09 08:35:35,26.48,55.92,1003.24
2020-08-09 08:35:36,26.45,56.0,1003.26
2020-08-09 08:35:37,26.41,56.1,1003.26
2020-08-09 08:35:38,26.36,55.92,1003.24
2020-08-09 08:35:39,26.39,56.02,1003.23
2020-08-09 08:35:40,26.48,56.0,1003.25
2020-08-09 08:35:41,26.47,55.64,1003.28
2020-08-09 08:35:42,26.48,56.01,1003.25
2020-08-09 08:35:43,26.5,56.03,1003.26
2020-08-09 08:35:44,26.5,56.14,1003.24
2020-08-09 08:35:45,26.5,55.77,1003.24
2020-08-09 08:35:46,26.59,55.75,1003.22
2020-08-09 08:35:47,26.48,55.74,1003.25
2020-08-09 08:35:48,26.41,55.94,1003.25
2020-08-09 08:35:49,26.47,55.91,1003.26
2020-08-09 08:35:50,26.45,56.22,1003.25
2020-08-09 08:35:51,26.47,56.04,1003.25
2020-08-09 08:35:52,26.32,55.77,1003.25
2020-08-09 08:35:53,26.39,55.96,1003.26
2020-08-09 08:35:54,26.43,55.87,1003.24
2020-08-09 08:35:55,26.41,55.83,1003.26
2020-08-09 08:35:56,26.36,55.73,1003.25
2020-08-09 08:35:57,26.48,55.9,1003.25
2020-08-09 08:35:58,26.45,55.81,1003.27
2020-08-09 08:35:59,26.45,55.71,1003.28
2020-08-09 08:36:00,26.5,56.12,1003.28
2020-08-09 08:36:01,26.48,55.79,1003.24
2020-08-09 08:36:02,26.36,55.95,1003.25
2020-08-09 08:36:03,26.48,55.88,1003.21
2020-08-09 08:36:04,26.61,55.84,1003.22
2020-08-09 08:36:05,26.5,56.01,1003.25
2020-08-09 08:36:06,26.43,55.98,1003.26
2020-08-09 08:36:07,26.45,55.79,1003.25
2020-08-09 08:36:08,26.45,56.11,1003.26
2020-08-09 08:36:09,26.58,55.82,1003.25
2020-08-09 08:36:10,26.59,55.58,1003.22
2020-08-09 08:36:11,26.47,55.76,1003.25
2020-08-09 08:36:12,26.47,55.63,1003.26
2020-08-09 08:36:13,26.48,56.07,1003.25
2020-08-09 08:36:14,26.52,55.91,1003.23
2020-08-09 08:36:15,26.47,55.45,1003.24
2020-08-09 08:36:16,26.48,55.82,1003.24
2020-08-09 08:36:17,26.47,55.74,1003.24
2020-08-09 08:36:18,26.47,55.79,1003.24
2020-08-09 08:36:19,26.36,55.78,1003.24
2020-08-09 08:36:20,26.45,55.65,1003.25
2020-08-09 08:36:21,26.5,55.86,1003.22
2020-08-09 08:36:22,26.56,56.21,1003.23
2020-08-09 08:36:23,26.43,55.94,1003.23
2020-08-09 08:36:24,26.52,55.9,1003.26
2020-08-09 08:36:25,26.41,55.64,1003.23
2020-08-09 08:36:26,26.47,55.68,1003.23
2020-08-09 08:36:27,26.41,55.57,1003.23
2020-08-09 08:36:28,26.41,56.06,1003.23
2020-08-09 08:36:29,26.54,55.63,1003.23
2020-08-09 08:36:30,26.54,55.99,1003.22
2020-08-09 08:36:31,26.58,55.8,1003.24
2020-08-09 08:36:32,26.47,55.62,1003.23
2020-08-09 08:36:33,26.43,55.69,1003.22
2020-08-09 08:36:34,26.43,55.89,1003.26
2020-08-09 08:36:35,26.45,55.84,1003.24
2020-08-09 08:36:36,26.58,55.73,1003.27
2020-08-09 08:36:37,26.47,56.0,1003.24
2020-08-09 08:36:38,26.52,55.88,1003.25
2020-08-09 08:36:39,26.41,55.77,1003.24
2020-08-09 08:36:40,26.52,55.88,1003.24
2020-08-09 08:36:41,26.39,55.88,1003.26
2020-08-09 08:36:42,26.41,55.86,1003.23
2020-08-09 08:36:43,26.43,55.75,1003.21
2020-08-09 08:36:44,26.52,55.72,1003.25
2020-08-09 08:36:45,26.56,56.06,1003.24
2020-08-09 08:36:46,26.48,55.81,1003.23
2020-08-09 08:36:47,26.43,55.97,1003.23
2020-08-09 08:36:48,26.5,55.96,1003.23
2020-08-09 08:36:49,26.48,55.8,1003.23
2020-08-09 08:36:50,26.34,55.68,1003.26
2020-08-09 08:36:51,26.54,54.27,1003.24
2020-08-09 08:36:52,26.47,55.84,1003.24
2020-08-09 08:36:53,26.48,57.62,1003.23
2020-08-09 08:36:54,26.45,55.88,1003.25
2020-08-09 08:36:55,26.56,56.24,1003.23
2020-08-09 08:36:56,26.5,56.01,1003.23
2020-08-09 08:36:57,26.41,54.61,1003.24
2020-08-09 08:36:58,26.45,55.81,1003.26
2020-08-09 08:36:59,26.3,56.7,1003.25
2020-08-09 08:37:00,26.43,55.65,1003.24
2020-08-09 08:37:01,26.43,56.02,1003.25
2020-08-09 08:37:02,26.41,55.56,1003.26
2020-08-09 08:37:03,26.41,55.84,1003.27
2020-08-09 08:37:04,26.48,55.83,1003.25
2020-08-09 08:37:05,26.52,55.25,1003.27
2020-08-09 08:37:06,26.48,55.87,1003.22
2020-08-09 08:37:07,26.37,55.45,1003.22
2020-08-09 08:37:08,26.5,55.87,1003.25
2020-08-09 08:37:09,26.47,55.86,1003.22
2020-08-09 08:37:11,26.47,55.94,1003.23
2020-08-09 08:37:12,26.37,55.41,1003.25
2020-08-09 08:37:13,26.43,55.88,1003.26
2020-08-09 08:37:14,26.47,55.85,1003.25
2020-08-09 08:37:15,26.5,55.83,1003.24
2020-08-09 08:37:16,26.39,56.07,1003.22
2020-08-09 08:37:17,26.43,55.82,1003.21
2020-08-09 08:37:18,26.43,57.21,1003.22
2020-08-09 08:37:19,26.5,55.74,1003.25
2020-08-09 08:37:20,26.47,54.33,1003.24
2020-08-09 08:37:21,26.45,55.78,1003.22
2020-08-09 08:37:22,26.5,55.87,1003.24
2020-08-09 08:37:23,26.47,55.86,1003.23
2020-08-09 08:37:24,26.48,55.81,1003.24
2020-08-09 08:37:25,26.54,55.82,1003.26
2020-08-09 08:37:26,26.48,55.79,1003.26
2020-08-09 08:37:27,26.56,56.02,1003.23
2020-08-09 08:37:28,26.45,55.83,1003.26
2020-08-09 08:37:29,26.45,55.72,1003.26
2020-08-09 08:37:30,26.5,56.01,1003.24
2020-08-09 08:37:31,26.45,55.93,1003.24
2020-08-09 08:37:32,26.48,55.69,1003.24
2020-08-09 08:37:33,26.41,56.17,1003.26
2020-08-09 08:37:34,26.39,55.94,1003.28
2020-08-09 08:37:35,26.5,55.96,1003.26
2020-08-09 08:37:36,26.47,55.85,1003.23
2020-08-09 08:37:37,26.48,55.67,1003.21
2020-08-09 08:37:38,26.36,56.14,1003.25
2020-08-09 08:37:39,26.36,55.75,1003.23
2020-08-09 08:37:40,26.45,55.79,1003.23
2020-08-09 08:37:41,26.52,56.02,1003.26
2020-08-09 08:37:42,26.43,55.83,1003.25
2020-08-09 08:37:43,26.5,56.04,1003.23
2020-08-09 08:37:44,26.63,55.93,1003.24
2020-08-09 08:37:45,26.48,56.2,1003.23
2020-08-09 08:37:46,26.47,55.71,1003.23
2020-08-09 08:37:47,26.43,55.96,1003.24
2020-08-09 08:37:48,26.52,55.8,1003.23
2020-08-09 08:37:49,26.5,55.97,1003.24
2020-08-09 08:37:50,26.39,55.78,1003.23
2020-08-09 08:37:51,26.43,55.69,1003.23
2020-08-09 08:37:52,26.43,56.1,1003.23
2020-08-09 08:37:53,26.41,55.79,1003.21
2020-08-09 08:37:54,26.47,56.1,1003.24
2020-08-09 08:37:55,26.5,55.92,1003.24
2020-08-09 08:37:56,26.48,56.01,1003.22
2020-08-09 08:37:57,26.56,55.94,1003.21
2020-08-09 08:37:58,26.45,56.03,1003.23
2020-08-09 08:37:59,26.41,55.85,1003.22
2020-08-09 08:38:00,26.65,56.02,1003.17
2020-08-09 08:38:01,26.59,56.02,1003.2
2020-08-09 08:38:02,26.43,55.87,1003.21
2020-08-09 08:38:03,26.54,56.0,1003.21
2020-08-09 08:38:04,26.45,55.91,1003.24
2020-08-09 08:38:05,26.58,55.92,1003.24
2020-08-09 08:38:06,26.47,55.61,1003.22
2020-08-09 08:38:07,26.43,55.84,1003.22
2020-08-09 08:38:08,26.43,55.97,1003.21
2020-08-09 08:38:09,26.41,55.92,1003.23
2020-08-09 08:38:10,26.43,55.94,1003.25
2020-08-09 08:38:11,26.47,55.94,1003.23
2020-08-09 08:38:12,26.45,55.8,1003.23
2020-08-09 08:38:13,26.45,55.76,1003.24
2020-08-09 08:38:14,26.48,55.66,1003.22
2020-08-09 08:38:15,26.52,55.65,1003.23
2020-08-09 08:38:16,26.59,55.86,1003.21
2020-08-09 08:38:17,26.52,56.13,1003.23
2020-08-09 08:38:18,26.58,55.73,1003.2
2020-08-09 08:38:19,26.48,55.63,1003.19
2020-08-09 08:38:20,26.5,56.0,1003.23
2020-08-09 08:38:21,26.54,55.84,1003.22
